"","X1.10.4","X1.10.8","X1.10.14","X1.11.3","X1.11.30","X4.3.12","X4.4.11","X4.4.12","X4.4.18","X4.4.24","X4.4.26","X4.4.30","X4.4.31","X4.4.32","X4.4.34","X4.4.36","X4.5.6","X4.5.8","X4.5.14","X4.5.22","X4.5.24","X4.5.26","X4.5.28","X4.6.12","X4.6.14","X4.6.26","X4.7.6","X4.7.8","X4.7.24","X4.7.26","X4.7.34","X4.8.6","X4.8.8","X4.8.20","X4.8.24","X4.9.5","X4.9.15","X6.30.18","X6.30.20","X6.30.22","X6.30.24","X6.31.7","X6.31.26","X6.31.28","X6.31.30","X6.31.32","X6.31.34","X6.33.4","X6.33.6","X6.33.28","X6.34.16","X6.34.18","X6.34.23","X6.34.30","X6.35.10","X6.35.12","X6.36.2","X6.36.4","X6.37.28","X6.37.35","X6.37.38","X6.37.43","X6.38.20","X6.38.22","X6.38.25","X6.38.27","X6.39.6","X6.39.16","X6.40.4","X6.40.10","X6.41.6","X6.41.8","X6.41.14","X6.41.16","X6.41.19","X6.41.37","X6.41.58","X6.41.61","X6.41.62","X6.41.64","X6.43.20","X6.44.13","X6.44.16","X8.1.1","X8.1.17","X8.1.22","X8.1.23","X8.1.26","X8.1.27","X8.1.33","X8.1.34","X8.1.36","X8.2.2","X8.2.26","X8.2.30","X8.3.18","X8.4.2","X8.4.6","X8.4.12","X8.4.14","X8.5.2","X8.5.4","X8.5.7","X8.5.9","X8.5.19","X8.6.2","X8.6.4","X8.6.20","X8.6.27","X8.7.4","X8.7.5","X8.8.14","X8.8.21","X8.9.4","X8.9.5","X8.9.6","X8.9.9","X8.9.12","X8.10.10","X8.10.13","X8.10.21","X8.10.22","X8.10.23","X8.10.24","X8.10.30","X8.34.4","X8.34.18","X8.34.20","X8.34.26","X8.34.32","X8.34.40","X8.35.4","X8.35.8","X8.35.21","X8.35.28","X8.35.45","X8.35.46","X8.36.6","X8.36.8","X8.37.16","X8.38.8","X8.38.10","X8.38.18","X8.38.26","X8.38.38","X8.38.46","X8.38.48","X8.38.54","X9.1.14","X9.1.18","X9.1.25","X9.1.26","X9.1.32","X9.1.34","X9.1.38","X9.1.40","X9.1.51","X10.11.7","X10.17.4","X10.17.6","X10.17.9","X10.17.16","X10.17.18","X10.17.20","X10.17.25","X10.17.31","X10.17.35","X10.18.5","X10.18.6","X10.18.10","X10.18.27","X10.18.30","X10.19.1","X10.19.34","X10.19.41","X10.20.5","X10.20.6","X10.20.23","X10.21.6","X10.21.7","X10.21.8","X10.21.10","X10.21.14","X10.21.18","X10.21.20","X10.21.38","X10.21.39","X10.21.40","X10.21.52","X10.22.6","X10.22.13","X10.22.15","X10.22.20","X10.46.42","X10.47.16","X10.48.2","X10.48.6","X10.48.8","X10.48.10","X10.48.12","X10.49.4","X10.49.28","X10.49.30","X10.50.5","X10.50.6","X10.50.14","X10.50.18","X10.51.32","X10.51.36","X10.52.6","X10.52.8","X10.52.12","X10.52.23","X10.52.32","X10.52.34","X12.28.5","X12.28.6","X12.28.11","X12.28.17","X12.28.18","X12.28.20","X12.28.31","X12.29.7","X12.29.8","X12.30.2","X12.30.6","X12.30.59","X12.31.2","X12.31.4","X12.31.5","X12.31.12","X12.31.16","X12.31.19","X12.32.2","X12.32.8","X12.33.47","X12.33.50","X12.33.51","X12.33.52","X12.33.53","X12.33.63","X12.34.10","X12.34.18","X12.34.21","X14.22.6","X14.22.10","X14.22.11","X14.22.18","X14.22.20","X14.22.22","X14.22.24","X14.22.25","X14.22.26","X14.22.27","X14.22.30","X14.23.5","X14.23.7","X14.24.17","X14.24.19","X14.24.29","X14.25.3","X14.25.8","X14.25.35","X14.25.38","X15.16.10","X15.16.17","X15.16.18","X15.16.21","X15.16.26","X15.16.27","X15.16.28","X15.17.4","X15.17.6","X15.17.8","X15.17.12","X15.17.16","X15.18.9","X15.18.12","X15.18.13","X15.20.2","X15.20.12","X15.20.16","X15.20.22","X15.20.40","X1.9.2.12","X1.9.2.4","X1.9.8.12","X1.9.14.16","X1.9.18.20","X1.9.22.24","X1.9.30.38","X1.10.16.20","X1.10.24.26","X1.10.28.36","X1.11.6.12","X1.11.14.16","X1.11.20.24","X4.3.2.4","X4.4.4.10","X4.5.2.4","X4.5.10.12","X4.5.18.20","X4.5.30.40","X4.6.2.10","X4.6.14.26","X4.7.2.4","X4.7.14.20","X4.8.2.4","X4.8.14.16","X4.8.28.32","X4.8.34.48","X4.9.2.14","X4.9.6.8","X6.30.10.14","X6.30.26.32","X6.31.2.6","X6.31.10.22","X6.31.24.28","X6.31.36.42","X6.31.48.52","X6.32.4.16","X6.33.8.14","X6.33.16.26","X6.33.30.36","X6.34.6.10","X6.34.12.14","X6.34.24.26","X6.34.34.42","X6.35.2.4","X6.35.6.8","X6.35.14.24","X6.35.30.34","X6.35.36.40","X6.36.10.20","X6.36.22.28","X6.37.2.10","X6.37.14.18","X6.37.20.24","X6.37.30.34","X6.37.40.42","X6.38.2.8","X6.38.12.14","X6.38.16.18","X6.39.8.10","X6.39.12.14","X6.39.18.22","X6.40.6.8","X6.40.10.18","X6.40.14.16","X6.41.28.32","X6.41.34.36","X6.41.38.40","X6.41.42.46","X6.41.50.52","X6.42.2.10","X6.42.6.10","X6.43.6.12","X6.44.2.4","X6.44.10.12","X8.1.2.12","X8.1.4.8","X8.1.10.12","X8.1.14.16","X8.1.30.32","X8.2.6.8","X8.2.12.16","X8.2.18.20","X8.2.20.30","X8.3.2.18","X8.3.2.4","X8.3.6.8","X8.3.12.16","X8.3.26.30","X8.3.32.36","X8.4.18.24","X8.4.26.32","X8.5.10.12","X8.5.14.16","X8.6.6.8","X8.6.12.16","X8.6.24.26","X8.6.36.40","X8.6.42.44","X8.6.46.52","X8.6.46.48","X8.6.50.52","X8.7.2.22","X8.7.6.8","X8.7.12.14","X8.7.16.22","X8.8.2.4","X8.8.6.8","X8.8.16.20","X8.9.2.14","X8.10.4.6","X8.10.14.20","X8.10.26.28","X8.34.10.14","X8.34.22.24","X8.34.34.38","X8.34.46.48","X8.35.12.14","X8.35.22.26","X8.35.30.34","X8.35.38.44","X8.36.10.26","X8.37.2.4","X8.37.6.8","X8.38.2.6","X8.38.30.34","X8.38.60.62","X8.38.66.68","X8.38.70.74","X9.1.2.6","X9.1.20.24","X10.11.8.18","X10.11.20.24","X10.11.28.30","X10.12.2.20","X10.17.12.14","X10.17.22.24","X10.17.32.34","X10.17.38.40","X10.19.10.26","X10.20.2.4","X10.20.8.10","X10.20.12.14","X10.20.16.22","X10.21.2.4","X10.21.12.16","X10.21.16.20","X10.21.22.26","X10.21.30.34","X10.21.54.60","X10.22.8.12","X10.22.24.26","X10.46.2.8","X10.46.12.20","X10.46.22.32","X10.46.34.40","X10.46.44.52","X10.47.8.14","X10.47.20.28","X10.48.2.30","X10.48.14.22","X10.48.24.26","X10.49.10.14","X10.49.16.26","X10.49.32.34","X10.50.8.10","X10.50.20.22","X10.51.2.12","X10.51.16.20","X10.51.22.30","X10.52.2.10","X10.52.2.4","X10.52.14.22","X10.52.24.26","X10.52.36.40","X12.28.2.4","X12.28.8.10","X12.28.12.16","X12.28.24.26","X12.28.34.40","X12.29.2.12","X12.29.2.6","X12.29.10.12","X12.29.24.26","X12.29.28.30","X12.30.14.58","X12.31.18.28","X12.31.22.28","X12.32.12.20","X12.32.24.28","X12.32.34.38","X12.33.14.36","X12.33.40.44","X12.33.54.60","X12.34.2.8","X12.34.12.16","X12.34.26.32","X12.34.38.48","X14.22.12.14","X14.23.8.12","X14.23.18.22","X14.24.2.6","X14.24.24.28","X14.25.10.16","X14.25.30.34","X14.25.40.42","X14.25.44.48","X14.25.50.52","X15.16.12.16","X15.17.4.10","X15.17.18.20","X15.18.6.8","X15.19.6.12","X15.19.14.18","X15.19.20.30","X15.20.4.8","X15.20.24.28","X15.20.30.34","X15.20.36.38"
"01","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","b","a","a","a","a","a","a","b","a","a","a","a","a","b","a","a","c","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","c","a","a","a","c","a","a","a","a","a","a","b","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","b","a","a","b","b","a","a","a","b","b","a","a","a","c","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","c","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","i","c","a","a","a","a","a","b","a","a","a","a","b","a","a","a","b","c","a","a","a","d","a","a","a","a","a","c","b","a","a","b","a","c","a","a","a","n","a","a","a","c","a","a","a","a","a","a","a","a","b","a","a","b","a","a","c","a","b","b","a","a","a","b","a","d","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","s","a","c","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","m","a","a","a","a","a","a","a","c","a","a","a","a","a","a","a","a","c","e","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","h","a","a","a","a","c","c","b","a","a","a","a","c","a","a","a","a","a","a","a","a","a","a","a","a","f","a","a"
"011",NA,NA,NA,NA,NA,"b","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","c","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","d","a","b","a","a","a","a","b","a","a","a","a","a","a","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","b","a","c","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","b","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","b","a","a","a","a","b","a","a","b","a","a","a","c","b","c","a","a","a","a","a","a","a","a","a","c","a","a","a","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","b","a","a","a","a","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a","a","b","a","a","a","b","a","a","a","b","a","f","a","a","b","a","a","b","a","a","a","a","m","g","a","j","e","a","a","a","a","a","d","a","a","a","f","a","a","a","a","a","a","a","b","b","a","a","a","a","b","a","a","a","a","b","a","a","c","a","a","a","a","a","a","d","a","a","a","a","a","a","a","a","b","f","a","a","a","a","a","a","a","a","b","a","a","a","a","a","d","h","b","a","a","a","c","a","a","a","b","a","a","a","a","c","a","c","b","b","a","a","a","a","a","a","b","b","a","a","b","a","a","a","a","b","a","a","a","a","a","a","a","b","a","c","a","a","a","a","a","b","d","e","d","a","a","a","b","a","a","a","a","c","b","a","a","b","a","b","a","a","a","a","b","b","a","b","j","a","a","a","a","a","a","d","a","j","a","a","a","a","a","a",NA,NA,NA,NA,NA,NA,NA,"a","a","a","a","a","a","a","a","a","a","a","b","a","a"
"013","b","b","a","a","b","b","a","a","a","a","b","a","a","a","a","b","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","a","a","a","b","a","a","a","b","a","a","a","a","a","a","a","a","c","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","d","a","b","a","a","a","a","b","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","b","a","c","b","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","b","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","b","a","a","a","a","b","a","a","b","a","a","a","c","b","c","a","a","b","a","a","a","a","a","a","c","a","a","a","a","a","a","c","a","a","a","a","a","a","a","b","a","b","a","b","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","b","a","a","a","a","a","b","a","a","a","b","a","a","a","b","a","f","a","a","b","a","a","b","a","a","a","a","m","g","a","j","e","a","a","a","a","a","d","a","a","a","f","a","a","a","a","a","a","a","b","a","a","a","a","a","b","a","a","a","a","b","a","a","c","a","a","a","a","d","a","d","a","a","a","a","a","a","a","a","b","f","i","a","a","a","a","a","a","a","b","a","a","a","a","a","d","h","b","a","a","a","c","a","a","a","b","a","a","a","a","c","a","c","b","b","a","a","a","a","a","a","b","c","a","a","b","a","a","a","a","b","a","a","a","a","a","a","a","b","a","b","a","a","a","a","a","b","d","e","d","a","a","a","b","a","a","a","a","c","b","a","a","b","a","b","a","a","a","a","b","b","a","b","j","a","a","m","a","a","a","b","a","j","a","a","b","a","a","a","a","a","a","a","c","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a"
"013C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"017","b","b","a","a","b","b","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","a","a","a","b","a","a","a","b","a","a","a","a","a","a","a","a","c","a","a","a","a","a","a","a","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","d","a","b","a","a","a","a","b","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","b","a","a","c","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","b","b","c","a","a","a","a","a","a","a","a","b","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","b","a","a","a","b","a","a","a","a","b","a","a","b","a","a","a","d","b","c","a","a","a","a","a","a","a","a","a","c","a","a","a","a","a","a","c","a","a","a","a","a","a","a","a","a","b","a","b","b","a","a","a","a","b","a","a","a","a","a","a","a","b","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","b","a","a","a","a","a","b","a","a","a","b","a","a","a","b","a","f","a","a","b","a","b","b","a","a","d","a","d","b","a","j","e","a","a","b","a","a","e","a","a","a","h","a","a","a","a","a","a","a","b","a","a","a","a","a","b","a","a","a","a","b","a","a","c","a","a","a","a","d","a","b","a","a","a","a","a","a","a","a","b","f","a","c","a","a","a","a","a","a","b","a","a","a","a","a","c","h","b","b","a","a","d","a","a","a","b","a","a","a","a","c","a","c","b","b","a","a","a","a","a","a","b","c","a","a","b","k","a","a","a","i","a","d","a","a","a","a","a","i","a","b","a","a","a","a","a","b","d","e","b","a","a","a","b","a","a","a","a","d","a","a","a","b","a","b","a","a","a","c","b","b","a","b","h","a","a","n","a","a","a","a","a","j","a","a","a","a","a","a","a","a","a","a","c","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a"
"017C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"019","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","b","a","a","a","b","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","b","a","a","a","a","a","a","b","a","a","a","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","b","a","a","a","b","b","a","a","a","c","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","c","k","a","b","a","a","a","g","a","a","a","a","b","c","b","a","a","a","a","a","a","a","a","c",NA,"b","c","a","a","a","a","a","b","a","a","b","a","b","a","b","b","a","a","b","a","a","a","h","a","a","a","a","a","a","a","c","a","a","a","a","a","a","a","a","c","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","c","a","a","a","a","a","a","a","a","a","a","a","a","b","a","a","a","a","a","a","a","a","b","a","a","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a","a","a","a","a",NA,"e","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","g","a","a","a","a","c","a","a","a","a","a","a","c","a","a","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,"a","b"
"019C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
