"","01","011","013","017","019","02","021","0211","022","028","03","030","031","032","033","034","036","037","038","04","041","042","043","044","045","047","05","07","09","1","1009","1012","1071","1093","1110","118","1230","124","1241","1253","1273","1279","1296","13","130","131","1326","1328","1329","1330","1331","1333","1334","1335","1336","1337","1338","1339","1340","1341","1342","1343","1344","1345","1346","1347","1348","1421","1424","1446","1451","1457","150","1500","1502","1506","1528","1555","157","1574","1579","1582","1593","16","1602","1604","1661","1675","1692","174","176","1780","18","1823","184","191","205","209","2193","22","222","233","2372","2411","2542","2546","2680","2726","273","2737","2766","2786","28","3","31","33","346","348","35","372","4","427","517","543","555","565","579","61","69","700","713","732","740","752","788","79","791","792","807","826","827","828","829","851","863","892","954","968","979","983","A"
"01",503,460,503,503,421,503,503,491,250,498,502,503,500,465,344,502,455,501,498,335,503,501,472,215,503,464,496,503,500,503,498,503,503,491,503,501,501,503,496,498,501,499,503,503,503,502,496,503,502,501,503,503,455,502,503,481,438,503,500,503,501,503,495,503,499,503,503,407,500,503,493,502,501,478,498,501,503,503,503,446,503,503,502,503,503,498,494,503,503,495,500,493,503,499,496,503,503,503,501,503,495,497,503,492,465,486,502,503,501,503,500,502,503,503,300,350,491,500,503,503,495,490,502,451,503,498,440,503,503,499,503,502,496,503,502,502,503,499,481,503,503,503,503,486,503,502,490,503,500,502,503
"011",460,460,460,460,378,460,460,448,247,455,459,460,457,422,320,459,412,458,455,310,460,458,429,190,460,421,453,460,457,460,455,460,460,448,460,458,458,460,453,455,458,456,460,460,460,460,453,460,459,458,460,460,412,459,460,439,413,460,458,460,458,460,452,460,456,460,460,382,457,460,458,459,458,435,455,459,460,460,460,403,460,460,459,460,460,455,451,460,460,452,458,450,460,456,453,460,460,460,458,460,452,455,460,449,422,443,459,460,460,460,457,459,460,460,257,332,448,457,460,460,452,450,460,408,460,455,407,460,460,456,460,459,453,460,459,459,460,456,454,460,460,460,460,443,460,459,460,460,457,459,460
"013",503,460,503,503,421,503,503,491,250,498,502,503,500,465,344,502,455,501,498,335,503,501,472,215,503,464,496,503,500,503,498,503,503,491,503,501,501,503,496,498,501,499,503,503,503,502,496,503,502,501,503,503,455,502,503,481,438,503,500,503,501,503,495,503,499,503,503,407,500,503,493,502,501,478,498,501,503,503,503,446,503,503,502,503,503,498,494,503,503,495,500,493,503,499,496,503,503,503,501,503,495,497,503,492,465,486,502,503,501,503,500,502,503,503,300,350,491,500,503,503,495,490,502,451,503,498,440,503,503,499,503,502,496,503,502,502,503,499,481,503,503,503,503,486,503,502,490,503,500,502,503
"017",503,460,503,503,421,503,503,491,250,498,502,503,500,465,344,502,455,501,498,335,503,501,472,215,503,464,496,503,500,503,498,503,503,491,503,501,501,503,496,498,501,499,503,503,503,502,496,503,502,501,503,503,455,502,503,481,438,503,500,503,501,503,495,503,499,503,503,407,500,503,493,502,501,478,498,501,503,503,503,446,503,503,502,503,503,498,494,503,503,495,500,493,503,499,496,503,503,503,501,503,495,497,503,492,465,486,502,503,501,503,500,502,503,503,300,350,491,500,503,503,495,490,502,451,503,498,440,503,503,499,503,502,496,503,502,502,503,499,481,503,503,503,503,486,503,502,490,503,500,502,503
"019",421,378,421,421,421,421,421,409,192,416,420,421,419,411,263,420,373,420,416,254,421,421,418,134,421,382,414,421,418,421,416,421,421,409,421,420,419,421,414,416,419,420,421,421,421,420,414,421,420,419,421,421,373,420,421,400,384,421,418,421,419,421,413,421,417,421,421,329,421,421,411,420,419,418,416,420,421,421,421,364,421,421,420,421,421,416,414,421,421,414,420,411,421,417,414,421,421,421,419,421,413,417,421,410,411,404,420,421,419,421,418,421,421,421,270,322,409,418,421,421,413,408,420,369,421,416,361,421,421,417,421,420,414,421,420,420,421,417,399,421,421,421,421,404,421,420,408,421,418,420,421
"02",503,460,503,503,421,503,503,491,250,498,502,503,500,465,344,502,455,501,498,335,503,501,472,215,503,464,496,503,500,503,498,503,503,491,503,501,501,503,496,498,501,499,503,503,503,502,496,503,502,501,503,503,455,502,503,481,438,503,500,503,501,503,495,503,499,503,503,407,500,503,493,502,501,478,498,501,503,503,503,446,503,503,502,503,503,498,494,503,503,495,500,493,503,499,496,503,503,503,501,503,495,497,503,492,465,486,502,503,501,503,500,502,503,503,300,350,491,500,503,503,495,490,502,451,503,498,440,503,503,499,503,502,496,503,502,502,503,499,481,503,503,503,503,486,503,502,490,503,500,502,503
"021",503,460,503,503,421,503,503,491,250,498,502,503,500,465,344,502,455,501,498,335,503,501,472,215,503,464,496,503,500,503,498,503,503,491,503,501,501,503,496,498,501,499,503,503,503,502,496,503,502,501,503,503,455,502,503,481,438,503,500,503,501,503,495,503,499,503,503,407,500,503,493,502,501,478,498,501,503,503,503,446,503,503,502,503,503,498,494,503,503,495,500,493,503,499,496,503,503,503,501,503,495,497,503,492,465,486,502,503,501,503,500,502,503,503,300,350,491,500,503,503,495,490,502,451,503,498,440,503,503,499,503,502,496,503,502,502,503,499,481,503,503,503,503,486,503,502,490,503,500,502,503
"0211",491,448,491,491,409,491,491,491,243,486,490,491,488,453,338,490,443,490,486,330,491,489,460,210,491,452,484,491,488,491,488,491,491,479,491,489,490,491,484,488,489,487,491,491,491,490,484,491,490,489,491,491,443,490,491,471,436,491,488,491,489,491,487,491,488,491,491,402,488,491,481,490,490,466,486,489,491,491,491,434,491,491,490,491,491,486,482,491,491,483,488,481,491,488,484,491,491,491,489,491,483,486,491,480,453,480,490,491,489,491,488,490,491,491,299,339,480,488,491,491,483,479,490,440,491,486,429,491,491,487,491,491,484,491,490,490,491,487,473,491,491,491,491,475,491,490,478,491,488,491,491
"022",250,247,250,250,192,250,250,243,250,249,250,250,247,243,157,249,250,248,246,137,250,250,243,70,250,235,246,250,250,250,245,250,250,238,250,248,250,250,250,249,250,247,250,250,250,250,250,250,250,250,250,250,250,249,250,237,237,250,250,250,250,250,247,250,249,250,250,177,250,250,249,250,250,244,245,249,250,250,250,233,250,250,250,250,250,250,248,250,250,247,249,250,250,247,250,250,250,250,249,250,250,250,250,240,243,233,249,250,250,250,247,250,250,250,99,176,249,250,250,250,250,249,250,203,250,245,241,250,250,246,250,250,250,250,249,249,250,249,250,250,250,250,250,240,250,250,250,250,248,250,250
